unixReviewTime,summary
1369785600,"Ok, but there are better"
1400112000,Absorbs alit of water
1396656000,"Works well, slightly small and expensive"
1372636800,Excellent Item
1386201600,Works better than regular micro fiber-my main drying towel
1384819200,Perfect size drying towel for a car.
1376870400,Absolutely Love This Drying Towel
1379721600,Water Drying Towel
1390089600,Best drying towel
1367193600,Awesome Towels
1399852800,good
1386547200,Shop & Kitchen
1386806400,Microfiber Rocks For Cleaning.
1398038400,microfiber cloths
1369440000,Super Soft
1394582400,best cloths i bought
1371081600,"Soft, Detailing and Care"
1377302400,great
1370476800,Ok buffers
1324512000,Great Applicator!
1359072000,Oil filter for Sears Garden Tractor with 26 hp Kohler engine
1372291200,use ENTIRE bottle
1355702400,Hard to find these for my old Cherokee
1297814400,Great wipers blades
1386288000,cheap wipers
1359072000,best blades
1356652800,Fantastic wipers
1231286400,Especially nice on dark cars
1386720000,Love this wax
1386806400,"Safe and Effective.  If you haven't cleaned your leather steering wheel, try it asap."
1356480000,cool
1393027200,Great look
1376352000,bolt size requires re-drilling for standard plate mount hole size.
1374364800,A Great Buy
1312675200,good for keeping essentials handy
1358035200,great tool
1309996800,Perfect
1361318400,Excellent O2 Sensor Installer
1329523200,"Robust and good fit around O2 sensor, US made"
1371600000,Works for ecotec filters
1245974400,oil filter socket wrench
1366156800,It works
1340928000,Works!
1394323200,Exactly what I needed
1322697600,exact fit
1262044800,You'll need one of these in your toolbox
1332288000,works
1398643200,Good value for the price
1352073600,The Best Quick Detailer on The Planet
1295654400,Great detail spray
1394409600,Great soap!
1368921600,Good luck.
1365724800,So far so good
1376784000,Does what it is supposed to do!
1402790400,definitely better than chains
1404518400,Four Stars
1371686400,Nice and sturdy
1385856000,Cleans Well; Does No Harm
1370217600,Carrand 93017 Grip Tech Sheepskin Wheel Cleaner
1353369600,Small gap cleaner
1376611200,My Vintage car loves it
1336435200,Keep it Clean
1394928000,A must for black cars
1394496000,Pressure Tester
1357257600,Actron CP7838 Fuel Pressure Tester
1212883200,great for the DIY kind of person
1373500800,good cheap mats
1366761600,Great mats.
1389916800,very decent for the money
1364947200,BUY * BUY * BUY
1393200000,Does The Job
1385078400,Good for Honda Accord 2007 SE
1398384000,Works as expected
1364083200,Works like a champ
1275350400,Perfect fit
1364342400,Fit great with a great price
1390176000,Fit Perfect
1363651200,It Fit
1395705600,Great fit for 2012 highlander
1391990400,Easy install.
1403308800,Works for 2005 Toyota Corolla
1348185600,Much cheaper than walmart or auto parts store
1397001600,I have used these before
1362009600,"if you love your car, give her some extra spark! and save $$$ :D"
1403049600,Fits Honda Harmony
1405209600,On level ground
1387238400,level
1397347200,Great for quick leveling of camper
1281225600,Works Great for the RV
1395964800,simple
1397347200,good item
1375574400,Simple
1394668800,They work as advertised...
1375747200,easy to use
1388620800,great idea
1403654400,Does exactly what they're supposed to.
1341619200,Good enough for most leveling jobs.
1405036800,Screwing better than the tape
1336262400,ok
1384646400,They are levels - and work well
1384732800,Hopkins 08525 graduated level
1373241600,very accurate
1330819200,Fast leveling as you park camper
1403654400,read directions first
1377388800,Work just fine
1377129600,should do the job
1398384000,Easy to use and install. Worth the money.
1353196800,Shipped fast
1341446400,You NEED this.
1398384000,Works as designed.
1376092800,Works as illustrated
1361318400,These work great
1388188800,Gold Standard of Anti-Seize.
1390089600,Works as advertised
1392249600,"Inexpensive and it simply works, every time"
1356134400,Does the work. But....
1299715200,Long term investment
1343952000,Why did I wait so long!!!!
1281225600,"Very useful, easy to use"
1357257600,Valuable Tool to have!
1201392000,Great gift for the car enthusiast
1246492800,Nice gauge for the hypermiler or diy person
1370476800,Why did I wait?
1394150400,"Permatex 81150 Dielectric Tune-Up Grease, .33 oz Tube"
1401148800,a must have for changing plugs
1291766400,Permatex Dielectric compound
1361318400,Lasted all of 6 months. Company doesn't care.
1390435200,no more lumps on my head
1404691200,great.
1392768000,Great match!
1383177600,Works good
1353888000,EASY and Strong
1265932800,Very happy with StrongArm lifts
1358812800,2001 Jeep XJ
1354579200,Installed in 10 minutes
1224892800,Works well
1369872000,2005 jeep grand cherokee
1355356800,"Nice and bright, a big difference over stock!"
1380585600,Very bright
1375920000,Not too bright light bulb
1262995200,Quite fine for the price
1302566400,The difference between night and...a lot less night
1270684800,Silverstar... Just the best.
1354752000,Sensitive
1363564800,A great replacement unit
1367452800,does the job so far
1378252800,Smells like old times
1397865600,"long lasting, great shine"
1404086400,Five Stars
1377302400,Nice Finish
1385337600,Great step up from most over the counter products
1401926400,Made a believer out of me!
1397865600,Works fine but no better than diluted Simple Green
1287014400,They don't work...!
1270339200,Rhino Ramp 8000
1396224000,Perfect
1355788800,Great Product
1401062400,plug me
1390435200,Easy to use; I fixed my first flat
1397952000,Piece of Mind and looks durable.
1382140800,"Initially looks great, but fades quickly"
1400284800,Works like it's supposed to
1314316800,Insane boost in power
1389830400,You get what you pay for
1344038400,best wax ever
1368835200,Best Wax Ever
1334880000,Putting it to the test.
1303257600,All My Engines Run Better
1351555200,Fantastic Performance
1316995200,Did not fix my leak
1368576000,Very happy!
1363478400,It seems to work
1391558400,one more tip for you
1360022400,Check this out
1387238400,Help alot!
1302825600,Surprisingly fit even though they weren't suppose to!
1388534400,The only thing we have found which WORKS
1352246400,"This item reflects well on the seller,"
1304553600,Towing Mirrors
1383696000,Great Stuff
1380672000,boat needs it every fall
1386806400,"Excellent solution for short-term storage, non-daily drivers"
1396137600,"keeps fuel fresh for a year, really."
1401321600,Nice too have
